pid,event,time,time2,num_birthdate,num_imr_birth,fac_sex,fac_civ,fac_ses_50,fac_birthplace,fac_region
781000799,1,78.03,82.173,1781.969513405477,23.47826087,male,unmarried,unknown,remote,rural
781000856,1,78.641,84.295,1781.3589601429187,17.7184466,female,widow,unknown,region,rural
781000859,1,78.43,94.748,1781.569778982457,13.0859375,female,widow,unknown,parish,rural
781000862,1,78.184,78.674,1781.8161906130858,13.0859375,female,unmarried,lower,parish,rural
781000864,1,78.129,84.971,1781.8709487532255,12.7090301,female,widow,unknown,region,rural
781000870,0,78.994,80.484,1781.0057701390172,23.53723404,male,married,farmer,remote,rural
781000870,0,80.484,80.809,1781.0057701390172,23.53723404,male,married,farmer,remote,rural
781000870,0,80.809,90.482,1781.0057701390172,23.53723404,male,widow,farmer,remote,rural
781000870,1,90.482,94.748,1781.0057701390172,23.53723404,male,widow,farmer,remote,rural
781000905,1,78.51,79.243,1781.4903796792541,12.1984838,female,married,unknown,remote,rural
781000914,1,78.022,78.23,1781.9777271264982,16.93548387,male,widow,farmer,parish,industry
781000918,1,78.893,79.958,1781.1070726982757,14.23357664,male,married,lower,parish,industry
781000921,0,78.291,83.794,1781.7094122398132,14.23357664,female,married,unknown,parish,industry
781000921,1,83.794,89.486,1781.7094122398132,14.23357664,female,widow,unknown,parish,industry
781000922,1,78.154,82.6,1781.8463075901627,14.23357664,female,widow,unknown,parish,industry
781000925,1,78.058,87.342,1781.9421343354072,14.23357664,female,widow,unknown,parish,industry
781000927,1,78.041,89.53,1781.9585617774492,14.23357664,female,widow,unknown,parish,industry
781000953,1,78.096,80.122,1781.9038036373095,12.7090301,female,widow,unknown,parish,rural
781000959,0,78.835,83.325,1781.1645687454225,17.7184466,male,widow,farmer,parish,industry
781000959,1,84.325,84.96,1781.1645687454225,17.7184466,male,unmarried,farmer,parish,industry
781000988,0,78.389,79.878,1781.6108475875617,12.41830065,female,unmarried,unknown,parish,rural
781000988,0,79.878,82.879,1781.6108475875617,12.41830065,female,unmarried,unknown,parish,rural
781000988,1,82.879,90.507,1781.6108475875617,12.41830065,female,unmarried,unknown,parish,rural
781000998,1,78.51,80.705,1781.4903796792541,26.061615319999998,female,widow,lower,remote,rural
782000463,0,77.779,81.267,1782.22140085012,12.7090301,female,unmarried,lower,parish,rural
782000463,1,81.267,81.702,1782.22140085012,12.7090301,female,unmarried,lower,parish,rural
782000466,1,77.724,82.778,1782.2761589902598,14.23357664,male,widow,farmer,region,rural
782000824,1,77.31,84.473,1782.689582948315,16.90544413,female,widow,unknown,parish,industry
782000920,1,77.74,77.904,1782.259731548218,13.0859375,female,married,unknown,parish,rural
782000922,0,77.658,80.147,1782.3418687584276,13.0859375,female,married,unknown,parish,rural
782000922,1,80.147,84.519,1782.3418687584276,13.0859375,female,married,unknown,parish,rural
782000929,0,77.362,80.333,1782.6375627151824,13.0859375,female,married,unknown,parish,rural
782000929,1,80.333,93.185,1782.6375627151824,13.0859375,female,widow,unknown,parish,rural
782000934,1,77.028,78.556,1782.971587370035,21.295279909999998,female,widow,unknown,region,rural
782000950,1,77.562,84.755,1782.437695503672,19.92337165,female,widow,unknown,region,rural
782000977,0,77.924,80.245,1782.0762917787497,16.93548387,female,married,farmer,parish,industry
782000977,1,80.245,82.49,1782.0762917787497,16.93548387,female,widow,farmer,parish,industry
782000979,1,77.798,80.286,1782.202235501071,16.93548387,male,unmarried,lower,region,industry
782000984,1,77.716,81.179,1782.2843727112809,13.098236779999999,male,married,unknown,remote,industry
782000985,1,77.642,91.131,1782.3582962004696,16.93548387,female,married,unknown,parish,industry
782000988,1,77.447,81.937,1782.5526875979658,16.93548387,male,married,farmer,parish,industry
782000989,0,77.346,84.399,1782.6539901572244,12.41830065,male,married,lower,region,industry
782000989,1,84.399,85.206,1782.6539901572244,12.41830065,male,widow,lower,region,industry
782000992,1,77.275,81.05,1782.725175739406,16.93548387,male,widow,farmer,parish,industry
782001005,0,77.77,79.26,1782.2296145711412,14.23357664,male,married,farmer,parish,industry
782001005,1,79.26,83.761,1782.2296145711412,14.23357664,male,married,farmer,parish,industry
782001016,1,77.51,93.875,1782.489715736805,21.295279909999998,male,widow,lower,region,industry
782001030,1,77.839,78.438,1782.1611668959663,12.7090301,male,widow,farmer,parish,rural
782001031,1,77.801,84.974,1782.1994975940643,12.7090301,female,widow,farmer,parish,rural
782001036,1,77.677,78.644,1782.3227034093786,11.80274859,female,unmarried,lower,remote,rural
782001048,1,77.026,78.099,1782.974325277042,12.7090301,female,married,unknown,parish,rural
782001049,0,77.023,80.511,1782.977063184049,12.7090301,female,married,farmer,parish,rural
782001049,1,80.511,87.709,1782.977063184049,12.7090301,female,married,farmer,parish,rural
782001060,1,77.705,81.193,1782.2953243393088,17.7184466,male,unmarried,farmer,parish,industry
783000444,0,76.382,84.185,1783.6177334236843,12.7090301,female,married,lower,parish,rural
783000444,1,84.185,84.41,1783.6177334236843,12.7090301,female,widow,lower,parish,rural
783000448,1,76.273,83.966,1783.7272497039637,12.7090301,female,widow,unknown,parish,rural
783000449,1,76.259,79.23,1783.7409392389986,13.0859375,male,married,lower,parish,rural
783000721,1,76.971,78.129,1783.0290834171817,16.90544413,male,married,farmer,region,rural
783000722,1,76.87,77.086,1783.1303859764403,16.90544413,male,married,lower,region,rural
783000729,0,76.163,76.379,1783.8367659842434,12.41830065,female,married,lower,region,rural
783000729,0,76.379,79.651,1783.8367659842434,12.41830065,female,widow,lower,region,rural
783000729,0,79.651,89.653,1783.8367659842434,12.41830065,female,widow,lower,region,rural
783000729,1,89.653,92.44,1783.8367659842434,12.41830065,female,widow,lower,region,rural
783000730,1,76.144,78.159,1783.8559313332921,12.7090301,male,married,farmer,parish,rural
783000749,0,76.344,76.834,1783.656064121782,19.92337165,female,unmarried,lower,region,industry
783000751,1,76.226,79.287,1783.7737941230826,16.93548387,female,widow,unknown,region,rural
783000780,1,76.579,86.764,1783.420604119181,11.80274859,female,widow,unknown,remote,rural
783000821,1,76.681,81.554,1783.3193015599225,13.0859375,male,married,farmer,parish,rural
783000824,1,76.656,78.978,1783.3439427229853,13.0859375,male,married,middle,parish,rural
783000833,1,76.284,82.192,1783.7162980759358,13.0859375,female,widow,unknown,parish,rural
783000835,0,76.245,77.735,1783.7546287740336,13.0859375,female,widow,unknown,region,rural
783000835,1,77.735,80.234,1783.7546287740336,13.0859375,female,widow,unknown,region,rural
783000839,1,76.511,79.0,1783.4890517943559,15.694789080000001,female,married,unknown,remote,rural
783000858,1,76.286,78.381,1783.7135601689288,18.14882033,female,widow,unknown,region,rural
783000869,1,76.823,79.865,1783.176930395559,16.93548387,female,widow,farmer,parish,industry
783000873,1,76.303,82.414,1783.6971327268868,16.93548387,female,married,unknown,parish,industry
783000874,1,76.251,80.544,1783.7491529600197,16.93548387,male,married,lower,parish,industry
783000884,1,76.889,94.072,1783.1112206273913,14.23357664,female,widow,unknown,parish,industry
783000895,1,76.462,83.476,1783.5383341204815,14.23357664,female,widow,unknown,parish,industry
783000896,1,76.314,77.907,1783.686181098859,14.23357664,female,widow,unknown,parish,industry
783000917,1,76.344,87.161,1783.656064121782,12.7090301,female,widow,farmer,parish,rural
783000920,1,76.275,80.629,1783.7245117969567,8.588957055,female,married,unknown,remote,rural
783000933,0,76.385,80.875,1783.6149955166773,17.7184466,male,widow,lower,parish,industry
783000933,1,81.874,82.389,1783.6149955166773,17.7184466,male,unmarried,lower,parish,industry
783000935,1,76.275,77.765,1783.7245117969567,17.7184466,female,unmarried,unknown,parish,industry
783000953,0,76.889,78.378,1783.1112206273913,12.41830065,female,widow,lower,parish,rural
783000953,1,78.378,78.66,1783.1112206273913,12.41830065,female,widow,lower,parish,rural
783000963,1,76.399,87.183,1783.6013059816423,13.0859375,female,widow,farmer,region,rural
784000435,0,75.84,80.33,1784.159839011068,16.90544413,female,unmarried,unknown,region,industry
784000435,1,81.33,84.188,1784.159839011068,16.90544413,female,unmarried,unknown,region,industry
784000448,0,75.408,79.898,1784.592428318172,9.677419355000001,female,unmarried,unknown,remote,industry
784000448,1,80.897,88.593,1784.592428318172,9.677419355000001,female,unmarried,unknown,remote,industry
784000451,1,75.353,87.832,1784.6471864583118,23.47826087,female,widow,lower,remote,town
784000454,1,75.257,76.845,1784.7430132035565,16.90544413,female,widow,lower,parish,industry
784000460,1,75.112,81.179,1784.888122274927,13.0859375,female,widow,farmer,parish,rural
784000759,1,75.813,78.301,1784.1872180811379,16.90544413,male,widow,lower,region,industry
784000761,1,75.763,76.503,1784.2365004072637,16.90544413,male,unmarried,unknown,parish,industry
784000764,1,75.638,77.809,1784.3624441295851,17.7184466,male,widow,farmer,region,industry
784000768,1,75.547,79.703,1784.4527950608158,16.90544413,female,widow,farmer,parish,industry
784000771,1,75.492,83.038,1784.5075532009555,14.420062699999999,female,married,lower,remote,industry
784000873,0,75.999,78.488,1784.0010404046627,17.7184466,male,widow,unknown,region,rural
784000873,1,78.488,85.187,1784.0010404046627,17.7184466,male,widow,unknown,region,rural
784000874,0,75.958,77.447,1784.0421090097675,13.0859375,male,widow,lower,region,rural
784000874,1,77.447,81.308,1784.0421090097675,13.0859375,male,widow,lower,region,rural
784000876,1,75.884,84.766,1784.1160324989562,13.0859375,male,widow,farmer,parish,rural
784000891,1,75.156,75.832,1784.844315762815,13.0859375,female,widow,unknown,parish,rural
784000895,0,75.054,75.095,1784.9456183220736,13.0859375,male,married,farmer,parish,rural
784000895,1,75.095,76.119,1784.9456183220736,13.0859375,male,widow,farmer,parish,rural
784000902,1,75.813,78.129,1784.1872180811379,21.295279909999998,female,married,unknown,region,rural
784000904,0,75.75,77.239,1784.2501899422987,18.14882033,male,married,lower,region,rural
784000904,1,77.239,80.987,1784.2501899422987,18.14882033,male,married,lower,region,rural
784000924,1,75.509,84.558,1784.4911257589135,18.14882033,female,widow,farmer,region,rural
784000927,1,75.309,79.78,1784.6909929704236,16.93548387,female,married,middle,parish,industry
784000935,1,75.178,78.126,1784.822412506759,25.377643499999998,female,widow,unknown,remote,industry
784000936,0,75.178,81.288,1784.822412506759,16.93548387,male,married,farmer,parish,industry
784000936,1,81.288,85.565,1784.822412506759,16.93548387,male,widow,farmer,parish,industry
784000937,0,75.101,79.394,1784.8990739029548,16.93548387,female,married,lower,parish,industry
784000937,1,79.394,86.981,1784.8990739029548,16.93548387,female,widow,lower,parish,industry
784000948,1,75.342,86.389,1784.65813808634,14.23357664,female,widow,unknown,parish,industry
784000950,1,75.194,76.905,1784.8059850647173,14.23357664,male,married,farmer,parish,industry
784000956,1,70.509,77.885,1789.4905439536747,23.47826087,female,married,lower,remote,industry
784000975,1,75.851,76.664,1784.14888738304,12.7090301,female,widow,unknown,parish,rural
784000977,0,75.616,79.104,1784.384347385641,10.02710027,male,married,farmer,remote,rural
784000977,1,79.104,83.854,1784.384347385641,10.02710027,male,married,farmer,remote,rural
784000989,0,75.761,80.251,1784.2392383142706,17.7184466,female,widow,unknown,parish,industry
784000989,1,81.25,81.387,1784.2392383142706,17.7184466,female,unmarried,unknown,parish,industry
784000997,0,75.115,79.605,1784.8853843679199,17.7184466,female,unmarried,unknown,parish,industry
784000997,1,80.604,80.818,1784.8853843679199,17.7184466,female,unmarried,unknown,parish,industry
784001006,1,75.851,77.803,1784.14888738304,12.41830065,male,married,lower,parish,rural
784001019,0,75.071,76.56,1784.9291908800317,12.41830065,female,widow,farmer,parish,rural
784001019,1,76.56,82.663,1784.9291908800317,12.41830065,female,widow,farmer,parish,rural
785000412,0,74.86,75.287,1785.14000971957,21.295279909999998,female,married,unknown,region,industry
785000412,0,75.287,79.35,1785.14000971957,21.295279909999998,female,widow,unknown,region,industry
785000412,1,80.349,81.844,1785.14000971957,21.295279909999998,female,unmarried,unknown,region,industry
785000439,1,74.011,76.341,1785.9887608917363,16.90544413,female,widow,unknown,region,rural
785000704,1,74.868,79.136,1785.1317959985488,11.971830989999999,male,widow,lower,parish,rural
785000710,1,74.772,76.078,1785.2276227437935,20.41666667,female,widow,unknown,remote,industry
785000715,1,74.51,81.33,1785.4904618164644,16.90544413,male,married,lower,region,rural
785000729,1,64.16,80.234,1795.839750302881,12.7090301,female,widow,unknown,region,industry
785000730,1,74.096,81.157,1785.9038857745197,13.0859375,male,married,upper,region,industry
785000761,1,74.041,80.259,1785.9586439146594,18.14882033,male,married,lower,region,rural
785000820,0,74.786,82.022,1785.2139332087586,13.0859375,male,married,lower,parish,rural
785000820,1,82.022,84.527,1785.2139332087586,13.0859375,male,widow,lower,parish,rural
785000822,0,74.737,76.226,1785.2632155348842,13.0859375,male,married,lower,region,rural
785000822,1,76.226,79.662,1785.2632155348842,13.0859375,male,married,lower,region,rural
785000832,1,74.266,79.112,1785.7341355400863,10.02710027,female,widow,unknown,remote,rural
785000834,1,74.222,83.753,1785.7779420521981,15.750915749999999,male,widow,unknown,remote,rural
785000835,1,74.219,82.041,1785.7806799592051,17.7184466,male,married,lower,region,rural
785000840,1,74.028,87.002,1785.9723334496944,13.0859375,female,unmarried,lower,parish,rural
785000881,1,74.51,76.998,1785.4904618164644,15.644820300000001,female,married,unknown,remote,rural
785000887,1,74.581,81.026,1785.4192762342827,16.93548387,female,widow,unknown,parish,industry
785000890,1,74.203,77.392,1785.797107401247,16.93548387,male,widow,farmer,parish,industry
785000891,1,74.184,83.517,1785.816272750296,16.93548387,female,married,farmer,parish,industry
785000901,1,74.934,77.009,1785.0660862303812,14.23357664,female,widow,unknown,parish,industry
785000902,1,74.934,81.921,1785.0660862303812,14.23357664,female,widow,unknown,parish,industry
785000904,0,74.901,76.39,1785.098941114465,14.23357664,female,married,middle,parish,industry
785000904,1,76.39,79.071,1785.098941114465,14.23357664,female,married,middle,parish,industry
785000906,1,74.646,79.235,1785.353566466115,14.23357664,male,widow,lower,parish,industry
785000908,1,74.468,84.349,1785.5315304215692,14.23357664,male,married,lower,parish,industry
785000909,1,74.447,86.521,1785.5534336776252,14.23357664,female,widow,unknown,parish,industry
785000913,1,74.323,85.083,1785.6766394929396,14.23357664,female,widow,lower,parish,industry
785000915,1,74.091,80.081,1785.9093615885336,14.23357664,female,widow,unknown,parish,industry
785000916,1,74.041,80.013,1785.9586439146594,14.23357664,female,widow,unknown,parish,industry
785000935,0,74.83,75.629,1785.1701266966468,12.7090301,male,married,farmer,parish,rural
785000935,0,75.629,78.318,1785.1701266966468,12.7090301,male,widow,farmer,parish,rural
785000935,1,78.318,82.447,1785.1701266966468,12.7090301,male,widow,farmer,parish,rural
785000946,1,74.931,75.421,1785.0688241373882,20.41666667,female,unmarried,farmer,remote,industry
785000959,0,74.132,78.622,1785.8682929834288,12.41830065,female,married,farmer,region,industry
785000959,0,79.621,81.863,1785.8682929834288,12.41830065,female,married,farmer,region,industry
785000959,1,81.863,82.266,1785.8682929834288,12.41830065,female,widow,farmer,region,industry
785000969,1,74.909,79.331,1785.090727393444,20.41666667,male,widow,lower,remote,rural
785000977,1,74.668,75.383,1785.331663210059,16.90544413,female,widow,lower,region,rural
785000978,0,74.553,76.043,1785.4466553043526,12.41830065,female,widow,unknown,parish,rural
785000978,1,76.043,78.509,1785.4466553043526,12.41830065,female,widow,unknown,parish,rural
785000980,0,74.427,75.917,1785.572599026674,12.41830065,female,married,farmer,parish,rural
785000980,0,75.917,87.917,1785.572599026674,12.41830065,female,widow,farmer,parish,rural
785000980,1,87.917,88.306,1785.572599026674,12.41830065,female,widow,farmer,parish,rural
785000981,0,74.427,75.917,1785.572599026674,11.80274859,female,unmarried,unknown,remote,rural
785000981,1,75.917,87.504,1785.572599026674,11.80274859,female,widow,unknown,remote,rural
786000464,1,73.948,80.56,1786.0517327528971,16.90544413,male,widow,farmer,region,rural
786000465,0,73.946,80.475,1786.054470659904,21.295279909999998,male,married,middle,parish,town
786000465,1,80.475,81.502,1786.054470659904,21.295279909999998,male,married,middle,parish,town
786000477,1,73.814,87.914,1786.1858901962394,21.295279909999998,female,widow,unknown,parish,town
786000491,0,73.546,93.546,1786.4542050829243,21.295279909999998,female,widow,unknown,parish,town
786000507,1,73.299,76.722,1786.7006167135532,11.971830989999999,female,widow,unknown,region,industry
786000527,1,73.058,80.982,1786.9415525301683,16.90544413,female,widow,lower,region,industry
786000860,1,73.924,88.629,1786.07637391596,16.90544413,male,widow,farmer,region,rural
786000863,0,73.51,78.0,1786.4897978740153,17.7184466,male,married,lower,parish,industry
786000863,1,79.0,86.118,1786.4897978740153,17.7184466,male,married,lower,parish,industry
786000866,1,73.792,73.852,1786.2077934522954,13.0859375,male,married,lower,region,industry
786000873,0,73.51,74.668,1786.4897978740153,12.7090301,female,married,unknown,parish,rural
786000873,1,74.668,83.758,1786.4897978740153,12.7090301,female,widow,unknown,parish,rural
786000874,0,73.464,75.785,1786.5363422931339,16.90544413,female,unmarried,unknown,region,industry
786000874,0,75.785,77.954,1786.5363422931339,16.90544413,female,widow,unknown,region,industry
786000874,1,78.953,82.4,1786.5363422931339,16.90544413,female,unmarried,unknown,region,industry
786000875,0,73.464,75.952,1786.5363422931339,12.41830065,female,unmarried,lower,region,rural
786000875,1,75.952,78.233,1786.5363422931339,12.41830065,female,unmarried,lower,region,rural
786000876,1,73.444,89.935,1786.5555076421829,16.90544413,female,married,lower,parish,industry
786000879,1,73.354,84.582,1786.6458585734135,31.96721311,female,widow,unknown,remote,industry
786000912,1,73.622,76.733,1786.3775436867286,19.92337165,male,widow,farmer,region,industry
786000917,1,73.316,74.362,1786.6841892715113,11.80274859,female,widow,lower,remote,rural
786000918,1,73.305,74.794,1786.6951408995394,23.47826087,male,widow,lower,remote,rural
786000945,0,73.735,81.453,1786.2652894994421,11.971830989999999,female,married,unknown,region,rural
786000945,1,81.453,84.338,1786.2652894994421,11.971830989999999,female,widow,unknown,region,rural
786000953,0,73.521,87.011,1786.4788462459871,17.7184466,female,married,unknown,region,rural
786000953,0,87.011,92.856,1786.4788462459871,17.7184466,female,married,unknown,region,rural
786000953,0,92.856,93.521,1786.4788462459871,17.7184466,female,widow,unknown,region,rural
786000959,1,73.417,76.842,1786.5828867122527,11.80274859,male,widow,farmer,remote,rural
786000975,1,73.028,75.134,1786.9716695072452,13.0859375,female,unmarried,lower,parish,rural
786000976,0,73.026,75.514,1786.9744074142523,11.971830989999999,male,married,farmer,region,rural
786000976,1,75.514,77.598,1786.9744074142523,11.971830989999999,male,married,farmer,region,rural
786001010,0,73.047,73.617,1786.9525041581962,17.7184466,female,married,unknown,region,rural
