pid,event,time,num_birthdate,fac_sex,fac_parish,fac_ses,fac_immigrant
39,1,23.513999999999996,1808.838,male,1,lower,no
40,1,13.450000000000003,1793.095,male,1,lower,yes
41,1,23.944000000000003,1800.942,female,1,lower,yes
42,0,15.5,1786.324,female,1,upper,no
43,0,7.360999999999997,1816.632,female,1,lower,yes
44,0,30.0,1803.22,female,1,lower,no
45,0,10.558999999999997,1813.273,male,1,lower,yes
46,1,23.424000000000007,1813.969,male,1,lower,yes
47,1,21.096999999999994,1798.155,male,1,lower,no
48,1,4.051000000000002,1822.251,male,1,lower,yes
49,0,30.0,1799.885,male,1,lower,no
50,1,29.379000000000005,1779.745,female,1,lower,yes
51,0,25.766999999999996,1807.959,male,1,lower,yes
52,0,20.882999999999996,1812.843,female,1,lower,yes
53,1,19.714,1816.378,male,1,lower,yes
54,0,4.366,1819.628,female,1,lower,yes
55,0,0.5519999999999996,1797.273,female,1,lower,no
56,0,30.0,1801.043,male,1,lower,no
57,0,30.0,1790.825,male,1,lower,yes
58,1,12.987000000000002,1798.486,female,1,lower,no
59,1,6.679000000000002,1798.034,female,1,upper,no
60,1,18.349999999999994,1787.546,male,1,lower,yes
61,1,25.031000000000006,1798.998,female,1,lower,yes
62,0,13.939999999999998,1810.053,male,1,upper,yes
63,1,9.880000000000003,1825.446,female,1,lower,yes
64,1,15.647999999999996,1793.117,male,1,lower,yes
65,1,15.617999999999995,1793.695,female,1,lower,yes
66,1,22.575000000000003,1815.154,female,1,lower,yes
67,1,5.911999999999999,1824.164,male,1,lower,yes
68,1,1.4140000000000015,1807.414,female,1,lower,no
69,1,14.986000000000004,1810.346,female,1,lower,no
70,1,6.170000000000002,1820.635,female,1,lower,yes
71,0,8.497,1810.374,male,1,lower,no
72,0,2.003,1816.868,female,1,lower,yes
73,1,2.0219999999999985,1803.097,male,1,lower,yes
74,1,5.058,1807.326,female,1,upper,yes
75,1,11.771,1785.492,male,1,lower,yes
76,1,7.475999999999999,1791.617,female,1,lower,yes
77,0,0.7019999999999982,1823.291,female,1,upper,no
78,0,5.832999999999998,1814.946,male,1,lower,yes
79,1,13.531999999999996,1822.902,female,1,lower,yes
80,1,29.072000000000003,1780.107,male,1,lower,yes
81,1,8.997999999999998,1785.142,female,1,lower,yes
82,1,18.897999999999996,1818.177,male,1,lower,yes
83,0,4.533000000000001,1818.278,male,1,lower,yes
84,0,3.790999999999997,1819.02,female,1,lower,yes
85,1,27.477999999999994,1782.899,female,1,lower,no
86,1,5.591999999999999,1789.41,female,1,lower,yes
87,1,4.783999999999999,1821.971,male,1,lower,yes
88,1,11.970999999999997,1785.739,male,1,lower,no
89,0,2.1779999999999973,1789.648,male,1,upper,yes
90,0,3.8999999999999986,1787.926,female,1,upper,yes
91,1,15.558000000000007,1795.231,male,1,lower,no
92,1,5.408999999999999,1835.869,female,1,lower,no
93,1,24.948999999999998,1788.361,female,1,lower,yes
94,1,14.266000000000005,1809.09,male,1,upper,yes
95,0,19.948999999999998,1811.882,male,1,upper,yes
96,1,27.087000000000003,1815.795,male,1,lower,yes
97,1,19.650999999999996,1815.277,female,1,lower,yes
98,0,2.203000000000003,1821.791,male,1,lower,yes
99,1,9.814,1810.346,male,1,upper,yes
100,1,24.352000000000004,1809.708,female,1,upper,yes
101,1,1.4279999999999973,1815.576,male,1,lower,yes
102,1,26.971999999999994,1813.843,male,1,lower,no
103,0,13.688000000000002,1810.305,male,1,lower,yes
104,1,12.415,1814.346,female,1,lower,no
105,1,16.680000000000007,1781.164,female,1,lower,no
106,1,16.527,1820.427,male,1,lower,yes
107,0,1.0799999999999983,1822.913,female,1,lower,yes
108,0,3.4650000000000034,1810.341,male,1,lower,no
109,1,9.662999999999997,1787.48,male,1,lower,yes
110,1,23.948999999999998,1796.104,female,1,lower,yes
111,1,4.146000000000001,1822.434,male,1,lower,yes
112,1,22.501000000000005,1796.172,male,1,lower,yes
113,1,25.942999999999998,1796.186,male,1,lower,yes
114,1,6.500999999999998,1795.504,female,1,lower,yes
115,1,18.027,1780.977,female,1,upper,no
116,0,10.676000000000002,1829.123,male,1,lower,no
117,0,2.4350000000000023,1821.558,female,1,lower,no
118,1,9.777999999999999,1833.593,female,1,lower,yes
119,0,1.5919999999999987,1843.239,male,1,lower,yes
120,0,5.389000000000003,1839.441,male,1,upper,yes
121,0,5.783999999999999,1839.047,female,1,upper,yes
122,0,2.418999999999997,1842.412,male,1,lower,yes
123,0,5.3260000000000005,1827.537,male,1,upper,no
124,0,0.2560000000000002,1832.608,female,1,lower,no
125,1,22.421999999999997,1792.085,male,1,lower,yes
126,1,17.117999999999995,1797.246,female,1,lower,yes
127,0,1.0390000000000015,1833.183,female,1,lower,yes
128,0,16.385000000000005,1828.446,male,1,lower,yes
129,1,11.749000000000002,1828.383,male,1,lower,yes
130,0,1.1920000000000002,1837.498,male,1,lower,yes
131,0,2.0900000000000034,1838.752,male,1,lower,yes
132,0,1.2280000000000015,1843.603,male,1,lower,yes
133,0,5.963999999999999,1838.867,female,1,lower,yes
134,0,6.712000000000003,1825.024,male,1,upper,yes
135,0,30.0,1779.384,female,1,lower,yes
136,0,30.0,1809.202,female,1,lower,no
137,1,13.567,1825.235,male,1,lower,yes
138,0,4.125,1840.706,male,1,upper,yes
139,1,5.118000000000002,1805.191,male,1,lower,yes
140,1,27.727999999999994,1793.602,male,1,upper,yes
141,1,26.616,1803.258,female,1,upper,yes
142,1,11.347000000000001,1793.309,male,1,upper,yes
143,1,11.670000000000002,1799.504,female,1,lower,yes
144,1,26.89,1798.338,female,1,lower,yes
145,1,26.144999999999996,1809.687,male,1,lower,yes
146,0,6.957999999999998,1817.035,male,1,upper,yes
147,0,30.0,1803.491,female,1,upper,yes
148,0,30.0,1804.882,female,1,lower,yes
149,0,6.901000000000003,1837.93,female,1,lower,yes
150,1,26.906000000000006,1816.148,female,1,lower,yes
151,0,5.780999999999999,1809.969,male,1,lower,yes
152,1,28.480000000000004,1816.167,male,1,lower,yes
153,0,6.810000000000002,1817.183,female,1,lower,yes
154,1,27.751999999999995,1810.678,male,1,lower,yes
155,1,16.195999999999998,1810.048,female,1,lower,yes
156,0,12.256,1818.752,female,1,lower,yes
157,1,21.524,1814.856,female,1,lower,yes
158,0,5.896000000000001,1816.329,female,1,lower,yes
159,0,9.701999999999998,1835.129,female,1,lower,yes
160,1,0.9159999999999968,1779.4,male,2,lower,yes
161,1,25.947999999999993,1814.333,male,2,lower,yes
162,1,8.436999999999998,1805.64,female,2,upper,no
163,1,11.235,1800.769,female,2,lower,yes
164,1,2.2680000000000007,1801.498,male,2,lower,yes
165,1,20.135999999999996,1801.916,male,2,lower,yes
166,1,21.695999999999998,1808.471,female,2,lower,yes
167,1,28.489000000000004,1813.133,female,2,lower,yes
168,1,9.085999999999999,1789.708,female,2,lower,no
169,0,30.0,1798.322,female,2,lower,no
170,1,4.856000000000002,1789.046,female,2,lower,no
171,0,5.176000000000002,1839.713,female,2,lower,no
172,1,1.2580000000000027,1790.368,female,2,upper,no
173,1,12.125,1792.997,male,2,lower,no
174,1,21.400000000000006,1795.677,male,2,upper,no
175,1,3.4129999999999967,1801.002,female,2,lower,yes
176,1,27.914,1795.77,female,2,lower,no
177,1,18.697999999999993,1815.628,male,2,lower,yes
178,1,0.8560000000000016,1807.138,male,2,lower,yes
179,1,4.305,1784.474,male,2,lower,yes
180,1,6.536999999999999,1785.648,female,2,lower,yes
181,1,13.584000000000003,1795.253,female,2,upper,yes
182,0,14.221999999999994,1830.609,female,2,lower,yes
183,1,3.9709999999999965,1782.204,male,2,lower,no
184,1,15.686999999999998,1812.578,female,2,lower,yes
185,1,28.667,1812.701,female,2,lower,yes
186,0,17.739999999999995,1825.465,male,2,lower,yes
187,1,25.370000000000005,1801.867,male,2,lower,no
188,0,0.0940000000000012,1783.732,female,2,lower,yes
189,1,4.655999999999999,1791.247,male,2,upper,yes
190,1,2.9279999999999973,1799.211,female,2,upper,yes
191,0,3.603999999999999,1810.22,male,2,lower,yes
192,1,9.006,1780.252,female,2,lower,yes
193,0,4.398000000000003,1813.593,female,2,lower,no
194,1,0.40400000000000347,1781.311,female,2,lower,yes
195,0,25.899,1810.669,male,2,lower,yes
196,0,27.429000000000002,1809.139,female,2,lower,yes
197,1,15.706000000000003,1801.667,male,2,lower,yes
198,1,15.713999999999999,1803.912,male,2,lower,yes
199,0,2.3699999999999974,1835.45,female,2,lower,yes
200,1,12.393,1787.792,male,2,lower,no
201,0,4.448,1803.379,male,2,lower,yes
202,0,3.3089999999999975,1804.517,female,2,lower,yes
203,1,4.942999999999998,1787.34,male,2,lower,yes
204,1,8.081000000000003,1815.387,male,2,lower,no
205,0,30.0,1784.099,male,2,lower,yes
206,1,23.807000000000002,1785.339,female,2,lower,yes
207,0,1.4909999999999997,1843.34,male,2,lower,no
208,1,8.798000000000002,1816.986,male,2,lower,yes
209,1,14.757999999999996,1799.143,male,2,lower,yes
210,1,7.073,1800.679,female,2,lower,yes
211,1,23.924999999999997,1788.517,female,2,upper,no
212,1,7.933,1823.409,male,2,lower,yes
213,1,11.896999999999998,1831.461,male,2,lower,yes
214,0,4.600999999999999,1840.23,female,2,lower,yes
215,0,18.096000000000004,1801.161,male,2,lower,yes
216,0,14.89,1804.367,female,2,lower,yes
217,1,8.883000000000003,1799.239,male,2,lower,yes
218,0,30.0,1794.675,female,2,lower,yes
219,0,30.0,1783.871,female,2,lower,yes
220,1,19.298000000000002,1799.376,female,2,lower,yes
221,0,7.045999999999999,1818.762,male,2,lower,yes
222,0,16.447999999999993,1827.384,male,2,lower,yes
223,1,26.786,1798.831,male,2,lower,yes
224,0,18.703999999999994,1826.127,female,2,lower,no
225,0,30.0,1810.324,female,2,lower,yes
226,1,18.215999999999994,1806.916,male,2,lower,yes
227,1,27.051000000000002,1810.037,female,2,lower,yes
228,1,16.108000000000004,1820.183,female,2,lower,yes
229,1,14.114999999999995,1815.236,male,2,upper,yes
230,1,17.869,1810.557,male,2,lower,yes
231,0,20.239999999999995,1785.585,female,2,lower,yes
232,1,10.771999999999998,1789.607,male,2,upper,no
233,1,5.046999999999997,1787.258,male,2,lower,yes
234,1,26.191999999999993,1784.186,female,2,lower,yes
235,0,5.287999999999997,1809.035,male,2,lower,yes
236,1,26.692999999999998,1785.5,female,2,lower,yes
237,1,1.4140000000000015,1785.979,female,2,lower,yes
238,1,12.485999999999997,1784.821,male,2,lower,yes
239,1,17.595,1810.056,female,2,upper,yes
240,1,26.870999999999995,1803.086,male,2,upper,yes
241,1,0.7760000000000034,1819.978,male,2,lower,yes
242,1,1.5670000000000002,1798.691,female,2,lower,yes
243,1,11.658999999999999,1795.975,male,2,upper,yes
244,1,0.08100000000000307,1805.752,male,2,upper,no
245,1,18.078999999999994,1811.83,male,2,lower,yes
246,1,20.022999999999996,1798.19,male,2,lower,yes
247,1,11.807000000000002,1801.123,female,2,lower,yes
248,0,30.0,1811.995,male,2,lower,yes
249,1,15.057000000000002,1817.892,female,2,lower,yes
250,1,10.520000000000003,1809.087,male,2,lower,yes
251,1,7.119999999999997,1825.366,male,2,lower,yes
252,1,12.71,1823.83,female,2,lower,yes
253,0,3.543999999999997,1781.281,female,2,upper,yes
254,0,30.0,1781.12,male,2,lower,yes
255,0,30.0,1808.063,female,2,lower,yes
256,1,15.064999999999998,1792.159,male,2,lower,yes
257,1,16.504999999999995,1782.667,female,2,lower,yes
258,1,16.099999999999994,1792.235,female,2,lower,yes
259,1,9.183999999999997,1799.05,female,2,lower,yes
260,1,11.421,1794.762,male,2,lower,yes
261,1,5.581000000000003,1783.368,male,2,lower,yes
262,1,4.723999999999997,1784.172,female,2,lower,yes
263,1,11.143999999999998,1809.139,female,2,lower,no
264,1,12.415,1787.444,male,2,lower,yes
265,1,19.473,1795.614,female,2,lower,yes
266,1,19.108999999999995,1806.297,male,2,upper,no
267,0,30.0,1808.843,female,2,lower,yes
268,1,24.156999999999996,1815.157,female,2,lower,no
269,0,1.0970000000000013,1816.895,male,2,lower,yes
270,0,7.625999999999998,1821.18,male,2,upper,yes
271,1,26.936000000000007,1802.99,female,2,lower,yes
272,0,5.851999999999997,1812.14,male,2,lower,yes
273,1,1.4720000000000013,1802.201,male,2,lower,yes
274,1,5.430999999999997,1788.509,male,2,lower,yes
275,1,18.692999999999998,1806.538,female,2,lower,yes
276,1,11.279000000000003,1787.201,male,2,lower,yes
277,0,0.597999999999999,1817.394,male,2,lower,yes
278,1,11.976999999999997,1821.175,female,2,lower,yes
279,0,24.938000000000002,1790.836,female,2,lower,yes
280,1,11.938000000000002,1793.78,female,2,lower,yes
281,1,24.533,1780.2,male,2,lower,no
282,1,15.915999999999997,1783.54,male,2,lower,no
283,1,18.927999999999997,1780.928,female,2,lower,no
284,1,7.905999999999999,1812.353,male,2,lower,no
285,1,13.628,1779.357,female,2,lower,no
286,1,24.111000000000004,1781.062,female,2,lower,no
287,1,3.136000000000003,1786.073,female,2,lower,no
288,1,7.317,1801.914,female,2,lower,yes
289,1,22.036,1792.099,male,2,lower,no
290,0,30.0,1786.664,male,2,lower,yes
291,0,6.079000000000001,1822.415,female,2,upper,yes
292,0,1.9450000000000003,1842.886,male,2,upper,yes
293,0,30.0,1784.999,male,2,lower,yes
294,1,12.631,1799.121,female,2,lower,yes
295,0,1.5760000000000005,1843.255,male,2,lower,yes
296,0,30.0,1797.645,male,2,lower,yes
297,0,30.0,1799.283,female,2,lower,yes
298,1,8.71,1829.722,male,2,lower,yes
299,0,4.542999999999999,1840.287,female,2,lower,yes
300,0,0.3789999999999978,1844.452,male,2,lower,yes
301,0,30.0,1805.908,male,2,upper,yes
302,1,25.22,1814.163,female,2,lower,yes
303,0,10.323,1834.508,female,2,lower,yes
304,0,17.989000000000004,1826.842,female,2,lower,yes
305,0,7.081000000000003,1837.749,female,2,upper,yes
306,0,14.635000000000005,1830.215,male,2,lower,yes
307,0,5.774999999999999,1839.075,female,2,lower,yes
308,1,26.608000000000004,1799.729,female,2,lower,yes
309,0,0.6229999999999976,1836.131,female,2,lower,yes
310,0,29.113,1815.718,male,2,lower,yes
311,1,14.716999999999999,1829.484,female,2,lower,yes
312,1,16.403999999999996,1828.485,male,2,lower,yes
313,0,0.3410000000000011,1844.49,male,2,lower,yes
314,0,14.308999999999997,1830.522,male,2,lower,yes
315,1,8.642000000000003,1831.184,male,2,lower,yes
316,0,1.3950000000000031,1843.411,male,2,lower,yes
317,0,0.9269999999999996,1843.904,female,2,lower,yes
318,0,0.4089999999999989,1822.398,male,2,lower,yes
319,0,5.588999999999999,1839.242,male,2,lower,yes
320,0,7.859000000000002,1836.972,female,2,lower,yes
321,0,1.4960000000000022,1843.335,male,2,lower,yes
322,0,30.0,1799.299,male,2,upper,yes
323,1,27.001999999999995,1807.34,female,2,upper,yes
324,1,19.010000000000005,1821.049,female,2,upper,yes
325,0,8.326999999999998,1835.504,male,2,lower,yes
326,0,3.4350000000000023,1841.396,female,2,lower,yes
327,0,3.875,1840.956,male,2,lower,yes
328,0,0.44200000000000017,1844.389,female,2,lower,yes
329,0,3.2180000000000035,1837.654,male,2,upper,yes
330,1,0.671999999999997,1842.776,female,2,lower,yes
331,0,7.631999999999998,1837.199,male,2,lower,yes
332,1,22.123000000000005,1810.754,male,2,lower,yes
333,1,27.394000000000005,1781.673,male,2,lower,yes
334,0,30.0,1800.537,female,2,lower,yes
335,1,10.356000000000002,1809.196,male,2,lower,yes
336,1,2.4570000000000007,1792.46,male,2,upper,yes
337,1,27.257000000000005,1815.948,female,2,lower,yes
338,1,27.275999999999996,1813.977,male,2,lower,yes
339,0,3.0180000000000007,1810.806,female,2,lower,yes
340,0,4.642000000000003,1814.138,female,2,lower,yes
341,0,11.621000000000002,1828.244,female,3,lower,no
342,1,22.727999999999994,1800.6,male,3,lower,yes
343,1,13.066000000000003,1802.426,female,3,lower,yes
344,0,8.805999999999997,1836.025,male,3,lower,no
345,1,25.328999999999994,1815.247,female,3,lower,yes
346,0,4.945999999999998,1774.88,female,3,lower,yes
347,1,10.902999999999999,1788.293,female,3,lower,no
348,1,5.253,1784.022,male,3,lower,yes
349,0,0.7569999999999979,1817.235,female,3,lower,yes
350,1,12.280999999999999,1773.654,male,3,upper,no
351,1,1.3539999999999992,1785.963,female,3,lower,no
352,1,6.810000000000002,1782.872,male,3,lower,no
353,0,30.0,1797.177,male,3,lower,yes
354,1,14.569000000000003,1796.559,female,3,lower,yes
355,0,2.985999999999997,1823.17,female,3,lower,no
356,1,29.980999999999995,1780.616,male,3,lower,no
357,0,30.0,1801.634,male,3,lower,yes
358,1,16.349000000000004,1817.221,female,3,lower,yes
359,0,4.860999999999997,1830.875,male,3,lower,yes
360,1,20.099999999999994,1812.383,male,3,upper,yes
361,1,23.061999999999998,1812.441,female,3,upper,yes
362,0,30.0,1803.792,female,3,lower,no
363,1,23.673000000000002,1773.106,male,3,upper,yes
364,0,30.0,1773.736,female,3,upper,yes
365,1,11.152999999999999,1801.624,male,3,lower,yes
366,1,12.563000000000002,1796.329,male,3,lower,yes
367,1,3.128,1799.97,male,3,lower,yes
368,1,23.998999999999995,1795.203,female,3,lower,yes
369,1,7.924999999999997,1827.091,female,3,lower,yes
370,1,0.6120000000000019,1784.112,male,3,lower,yes
371,1,5.180999999999997,1798.119,male,3,lower,yes
372,1,0.20700000000000074,1802.667,female,3,lower,yes
373,0,2.487000000000002,1787.337,female,3,lower,yes
374,0,30.0,1797.128,male,3,lower,yes
375,1,22.208,1800.181,female,3,lower,yes
376,1,12.436999999999998,1808.454,male,3,lower,yes
377,0,7.738999999999997,1810.253,female,3,lower,yes
378,1,1.6499999999999986,1787.548,male,3,lower,yes
379,0,7.7989999999999995,1837.032,female,3,lower,yes
380,1,19.503,1824.654,male,3,lower,no
381,0,3.820999999999998,1841.01,female,3,lower,yes
382,1,8.701999999999998,1788.583,male,3,lower,yes
383,1,18.370000000000005,1824.197,female,3,lower,no
384,1,9.811,1774.94,female,3,lower,yes
385,1,3.4570000000000007,1781.185,female,3,upper,no
386,0,30.0,1814.798,female,3,lower,yes
387,1,1.25,1773.919,male,3,lower,yes
388,0,2.0660000000000025,1786.76,male,3,upper,no
389,0,0.04800000000000182,1812.778,male,3,lower,yes
390,0,7.201999999999998,1837.629,male,3,lower,no
391,1,1.0060000000000002,1776.586,male,3,upper,yes
392,1,8.857999999999997,1780.742,female,3,lower,no
393,0,0.08899999999999864,1844.742,male,3,lower,no
394,0,30.0,1800.871,male,3,lower,yes
395,1,19.476,1805.925,female,3,lower,yes
396,1,16.200999999999993,1799.184,male,3,lower,yes
397,0,5.433,1811.392,male,3,lower,yes
398,0,1.8900000000000006,1814.935,female,3,lower,yes
399,0,19.848,1817.982,male,3,lower,no
400,0,3.676000000000002,1840.131,male,3,lower,no
401,1,3.4650000000000034,1775.83,male,3,lower,yes
402,1,14.046999999999997,1784.95,female,3,lower,yes
403,1,16.363,1772.999,male,3,lower,yes
404,1,4.417999999999999,1794.82,female,3,lower,yes
405,1,6.670999999999999,1813.741,male,3,lower,yes
406,1,21.778000000000006,1805.64,female,3,lower,yes
407,0,6.878999999999998,1780.947,male,3,lower,yes
408,1,6.3969999999999985,1774.133,female,3,lower,no
409,1,12.378999999999998,1773.941,female,3,upper,yes
410,1,19.711,1800.496,female,3,lower,yes
411,1,16.656000000000006,1773.667,female,3,lower,no
412,1,0.5050000000000026,1788.931,female,3,lower,yes
413,1,23.662000000000006,1794.765,male,3,lower,yes
414,1,15.954999999999998,1792.225,female,3,lower,yes
415,1,27.623999999999995,1805.585,female,3,lower,yes
416,1,8.735,1814.554,male,3,lower,yes
417,1,4.305,1777.919,male,3,lower,yes
418,0,24.973,1819.858,female,3,lower,yes
419,1,15.61,1825.714,female,3,lower,yes
420,1,3.546999999999997,1771.425,female,3,lower,yes
421,0,6.662999999999997,1826.949,male,3,lower,no
422,1,3.3740000000000023,1791.71,male,3,lower,yes
423,1,27.198999999999998,1793.744,female,3,lower,yes
424,0,1.277000000000001,1816.715,female,3,lower,yes
425,1,7.732999999999997,1779.904,female,3,lower,yes
426,1,1.235999999999997,1826.669,male,3,lower,no
427,1,7.113999999999997,1790.048,female,3,lower,yes
428,1,0.9979999999999976,1780.816,female,3,lower,yes
429,1,20.052999999999997,1814.242,female,3,upper,yes
430,1,27.081000000000003,1801.005,male,3,upper,yes
431,1,1.6769999999999996,1806.694,male,3,lower,yes
432,1,15.335999999999999,1795.584,female,3,lower,yes
433,0,30.0,1779.206,male,3,upper,no
434,1,26.200000000000003,1794.064,male,3,lower,no
435,1,1.9399999999999977,1788.197,female,3,lower,no
436,0,2.3500000000000014,1822.428,female,3,lower,yes
437,1,14.569000000000003,1775.201,male,3,upper,no
438,1,3.1469999999999985,1773.9,male,3,lower,no
439,1,18.930999999999997,1778.99,male,3,lower,no
440,1,9.877000000000002,1779.217,female,3,upper,no
441,0,5.027999999999999,1816.778,male,3,lower,yes
442,1,0.8719999999999999,1799.274,male,3,lower,yes
443,1,29.521,1794.771,male,3,upper,yes
444,0,30.0,1802.179,female,3,upper,yes
445,1,29.003,1797.952,male,3,lower,yes
446,1,9.345999999999997,1792.821,female,3,lower,yes
447,1,28.715999999999994,1776.597,female,3,lower,no
448,1,25.179000000000002,1783.504,male,3,lower,yes
449,1,0.24799999999999756,1782.138,female,3,lower,yes
450,0,4.552,1813.44,male,3,upper,yes
451,0,9.561999999999998,1835.269,male,3,lower,yes
452,1,2.9450000000000003,1827.192,female,3,lower,yes
453,0,1.8190000000000026,1837.988,male,3,lower,yes
454,1,0.3569999999999993,1834.533,female,3,lower,yes
455,0,21.671000000000006,1823.159,male,3,lower,yes
456,0,7.938000000000002,1836.893,female,3,lower,yes
457,0,0.30299999999999727,1844.528,male,3,lower,yes
458,0,8.639000000000003,1836.192,male,3,lower,yes
459,0,2.1310000000000002,1842.7,female,3,lower,yes
460,0,13.320999999999998,1831.51,female,3,lower,yes
461,0,1.7700000000000031,1841.038,male,3,lower,yes
462,0,8.033999999999999,1834.773,female,3,lower,yes
463,0,2.043999999999997,1836.764,male,3,upper,yes
464,0,0.03399999999999892,1838.773,female,3,lower,yes
465,0,3.0619999999999976,1823.718,female,3,lower,yes
466,0,1.0940000000000012,1842.713,male,3,upper,yes
467,0,1.0829999999999984,1837.725,male,3,lower,yes
468,0,3.2269999999999968,1841.64,male,3,lower,yes
469,1,10.11,1833.744,male,3,lower,yes
470,1,5.109999999999999,1835.765,male,3,upper,yes
471,0,2.8930000000000007,1841.938,female,3,lower,yes
472,0,13.909999999999997,1830.921,male,3,upper,yes
473,0,14.281999999999996,1830.549,female,3,upper,yes
474,0,19.602000000000004,1825.279,male,3,upper,yes
475,1,6.142000000000003,1838.738,female,3,upper,yes
476,0,0.4309999999999974,1844.4,male,3,lower,yes
477,0,2.536999999999999,1842.294,female,3,lower,yes
478,0,3.0900000000000034,1776.736,male,3,lower,yes
479,0,7.119999999999997,1837.711,female,3,lower,yes
480,0,0.6970000000000027,1844.17,male,3,lower,yes
481,0,7.018000000000001,1837.812,female,3,lower,yes
482,0,5.1270000000000024,1839.704,male,3,lower,yes
483,0,3.7109999999999985,1841.12,female,3,lower,yes
484,0,10.75,1822.719,male,3,upper,yes
485,0,10.301000000000002,1823.168,female,3,upper,yes
486,0,4.241999999999997,1838.338,male,3,lower,yes
487,0,11.613,1833.254,male,3,lower,yes
488,0,6.6129999999999995,1838.253,female,3,lower,yes
489,1,9.198,1833.774,male,3,upper,yes
490,0,0.6779999999999973,1844.153,male,3,lower,yes
491,1,1.350999999999999,1842.754,female,3,lower,yes
492,0,15.049000000000007,1829.782,male,3,lower,yes
493,1,2.8759999999999977,1837.815,female,3,lower,yes
494,0,9.829999999999998,1830.995,male,3,lower,yes
495,0,0.7319999999999993,1844.099,male,3,lower,yes
496,0,8.585,1836.246,male,3,lower,yes
497,1,0.05299999999999727,1838.114,female,3,lower,yes
498,1,3.719000000000001,1837.815,male,3,upper,yes
499,1,6.8430000000000035,1835.389,female,3,lower,yes
500,0,0.41499999999999915,1844.416,female,3,upper,yes
501,0,4.8770000000000024,1839.953,female,3,lower,yes
502,0,9.127000000000002,1835.704,male,3,lower,yes
503,0,2.895000000000003,1841.936,female,3,lower,yes
504,0,30.0,1791.176,female,3,lower,yes
505,0,7.311,1837.52,female,3,lower,yes
506,0,2.709000000000003,1842.122,male,3,upper,yes
507,0,0.08100000000000307,1844.75,female,3,upper,yes
508,1,6.676000000000002,1835.592,male,3,upper,yes
509,1,14.099000000000004,1828.131,female,3,lower,yes
510,0,2.7150000000000034,1834.467,female,3,lower,yes
511,1,23.748999999999995,1781.347,male,3,lower,yes
512,0,30.0,1779.266,female,3,lower,yes
513,0,8.71,1795.116,male,3,lower,yes
514,0,5.765000000000001,1798.062,female,3,lower,yes
515,1,24.686000000000007,1803.556,female,3,lower,yes
516,1,27.185000000000002,1792.011,female,3,lower,yes
517,0,23.232,1802.598,male,3,lower,yes
518,0,1.2530000000000001,1796.572,male,3,lower,yes
519,0,4.866999999999997,1792.958,female,3,lower,yes
520,0,0.5349999999999966,1823.272,male,3,lower,yes
521,0,1.4170000000000016,1843.414,male,4,lower,yes
522,0,2.6899999999999977,1842.141,male,4,lower,yes
523,0,15.245999999999995,1829.585,male,4,lower,yes
524,1,28.828000000000003,1798.322,female,4,lower,no
525,0,2.0360000000000014,1842.795,male,4,lower,yes
526,1,18.296000000000006,1777.84,male,4,lower,yes
527,0,30.0,1774.604,female,4,lower,yes
528,1,13.222000000000001,1813.643,female,4,lower,yes
529,0,6.548000000000002,1838.283,male,4,lower,yes
530,1,12.055999999999997,1780.936,male,4,lower,no
531,1,11.374000000000002,1818.716,male,4,lower,yes
532,1,8.615000000000002,1823.702,female,4,lower,yes
533,0,9.381,1835.45,female,4,lower,yes
